id,word,type,label
8495,me,O,20
8496,",",O,20
8497,is,O,20
8498,it,O,20
8499,just,O,20
8500,me,O,20
8501,and,O,20
8502,pete,B-person,6
8503,",",O,20
8504,is,O,20
8505,he,O,20
8506,trying,O,20
8507,to,O,20
8508,rape,O,20
8509,me,O,20

8510,RT,O,20
8511,@askyfullofstars,O,20
8512,:,O,20
8513,AstronomersWithoutBorders,B-other,5
8514,has,O,20
8515,a,O,20
8516,list,O,20
8517,of,O,20
8518,live,O,20
8519,#InOMN10,O,20
8520,broadcasters,O,20
8521,for,O,20
8522,online,O,20
8523,Moon,O,20
8524,viewing,O,20
8525,Sept,O,20
8526,18,O,20
8527,http://is.gd/ffDFE,O,20

8528,@poscas,O,20
8529,I,O,20
8530,said,O,20
8531,to,O,20
8532,him,O,20
8533,',O,20
8534,the,O,20
8535,impression,O,20
8536,I,O,20
8537,had,O,20
8538,of,O,20
8539,early,O,20
8540,80s,O,20
8541,NYC,B-geo-loc,2
8542,was,O,20
8543,if,O,20
8544,you,O,20
8545,went,O,20
8546,to,O,20
8547,Central,B-geo-loc,2
8548,Park,I-geo-loc,12
8549,after,O,20
8550,dark,O,20
8551,you'd,O,20
8552,be,O,20
8553,lucky,O,20
8554,to,O,20
8555,come,O,20
8556,out,O,20
8557,alive'...,O,20

8558,@KatherineRamos,O,20
8559,it,O,20
8560,'s,O,20
8561,cool,O,20
8562,also,O,20
8563,I'm,O,20
8564,not,O,20
8565,sure,O,20
8566,.,O,20
8567,If,O,20
8568,I,O,20
8569,were,O,20
8570,you,O,20
8571,I'd,O,20
8572,renew,O,20
8573,right,O,20
8574,away,O,20
8575,before,O,20
8576,but,O,20
8577,if,O,20
8578,not,O,20
8579,I'd,O,20
8580,still,O,20
8581,try,O,20
8582,.,O,20
8583,Best,O,20
8584,of,O,20
8585,luck,O,20

8586,@TomCruise,O,20
8587,I'm,O,20
8588,from,O,20
8589,Brazil,B-geo-loc,2
8590,....,O,20
8591,and,O,20
8592,I,O,20
8593,love,O,20
8594,you,O,20
8595,.,O,20
8596,You're,O,20
8597,my,O,20
8598,favorite,O,20
8599,actor,O,20
8600,!,O,20
8601,Knight,B-movie,3
8602,and,I-movie,13
8603,Day,I-movie,13
8604,is,O,20
8605,so,O,20
8606,cool,O,20
8607,...,O,20
8608,My,O,20
8609,dream,O,20
8610,is,O,20
8611,to,O,20
8612,meet,O,20
8613,you,O,20
8614,!,O,20

8615,made,O,20
8616,sure,O,20
8617,im,O,20
8618,off,O,20
8619,next,O,20
8620,friday,O,20

8621,What,O,20
8622,fuckin,O,20
8623,luck,O,20
8624,walk,O,20
8625,in,O,20
8626,to,O,20
8627,pop-eyes,O,20
8628,the,O,20
8629,the,O,20
8630,fuckin,O,20
8631,line,O,20
8632,is,O,20
8633,full,O,20
8634,of,O,20
8635,I,O,20
8636,don't,O,20
8637,know,O,20
8638,what,O,20
8639,fuc,O,20
8640,I,O,20
8641,want,O,20
8642,people,O,20
8643,.,O,20
8644,By,O,20
8645,the,O,20
8646,time,O,20
8647,I'm,O,20
8648,up,O,20
8649,I,O,20
8650,have,O,20
8651,to,O,20
8652,wait,O,20
8653,1,O,20

8654,@franchiseking,O,20
8655,Do,O,20
8656,you,O,20
8657,have,O,20
8658,time,O,20
8659,to,O,20
8660,offer,O,20
8661,advice,O,20
8662,to,O,20
8663,this,O,20
8664,franchise,O,20
8665,?,O,20
8666,http://ow.ly/2G4MN,O,20

8667,Good,B-facility,1
8668,Day,I-facility,11
8669,Sunshine,I-facility,11
8670,http://bit.ly/cK4PB8,O,20
8671,is,O,20
8672,available,O,20
8673,to,O,20
8674,rent,O,20
8675,off,O,20
8676,season,O,20
8677,!,O,20
8678,Great,O,20
8679,surfing,O,20
8680,",",O,20
8681,fishing,O,20
8682,",",O,20
8683,hot-tubbing,O,20
8684,!,O,20
8685,I,O,20
8686,&lt;,O,20
8687,3,O,20
8688,fall,O,20
8689,in,O,20
8690,Rodanthe,B-geo-loc,2
8691,@OBXcom,O,20

8692,tea,O,20
8693,time,O,20
8694,.,O,20

8695,Whats,O,20
8696,the,O,20
8697,plan,O,20
8698,tonight,O,20

8699,watching,O,20
8700,the,O,20
8701,VMAs,B-other,5
8702,Eminem,B-person,6
8703,is,O,20
8704,BeAsT,O,20
8705,and,O,20
8706,is,O,20
8707,smexy,O,20
8708,!!;,O,20
8709,)And,O,20
8710,Chelsea,B-person,6
8711,Handler,I-person,16
8712,is,O,20
8713,hilarious,O,20
8714,!,O,20
8715,Finally,O,20
8716,got,O,20
8717,a,O,20
8718,boyfren,O,20
8719,he,O,20
8720,gave,O,20
8721,me,O,20
8722,the,O,20
8723,cutest,O,20
8724,thing,O,20
8725,today,O,20

8726,RT,O,20
8727,@ZodiacFacts,O,20
8728,:,O,20
8729,#ZodiacFacts,O,20
8730,As,O,20
8731,a,O,20
8732,#Gemini,O,20
8733,your,O,20
8734,energy,O,20
8735,is,O,20
8736,best,O,20
8737,spent,O,20
8738,delegating,O,20
8739,responsibilities,O,20
8740,and,O,20
8741,being,O,20
8742,there,O,20
8743,if,O,20
8744,or,O,20
8745,when,O,20
8746,people,O,20
8747,need,O,20
8748,you,O,20
8749,.,O,20

8750,@Lissa_Lise,O,20
8751,they're,O,20
8752,looking,O,20
8753,pretty,O,20
8754,good,O,20
8755,.,O,20
8756,i,O,20
8757,dnt,O,20
8758,think,O,20
8759,ima,O,20
8760,play,O,20
8761,tho,O,20
8762,.,O,20
8763,I'm,O,20
8764,playing,O,20
8765,on,O,20
8766,a,O,20
8767,co,O,20
8768,rec,O,20
8769,team,O,20
8770,too,O,20
8771,.,O,20
8772,I,O,20
8773,won't,O,20
8774,have,O,20
8775,time,O,20
8776,to,O,20
8777,breathe,O,20
8778,.,O,20

8779,Don,B-person,6
8780,Mattingly,I-person,16
8781,will,O,20
8782,replace,O,20
8783,Joe,B-person,6
8784,Torre,I-person,16
8785,as,O,20
8786,LA,B-sportsteam,8
8787,Dodgers,I-sportsteam,18
8788,manager,O,20
8789,after,O,20
8790,this,O,20
8791,season,O,20

8792,You,O,20
8793,remeber,O,20
8794,we,O,20
8795,were,O,20
8796,sitting,O,20
8797,there,O,20
8798,by,O,20
8799,the,O,20
8800,water,O,20
8801,you,O,20
8802,put,O,20
8803,your,O,20
8804,arm,O,20
8805,around,O,20
8806,me,O,20
8807,for,O,20
8808,the,O,20
8809,first,O,20
8810,time,O,20
8811,you,O,20
8812,made,O,20
8813,a,O,20
8814,rebel,O,20
8815,careless,O,20
8816,mans,O,20
8817,careful,O,20
8818,daughter,O,20

8819,@FATJEW,O,20
8820,:,O,20
8821,I,O,20
8822,watch,O,20
8823,porn,O,20
8824,movies,O,20
8825,on,O,20
8826,rewind,O,20
8827,because,O,20
8828,I,O,20
8829,love,O,20
8830,when,O,20
8831,sex,O,20
8832,ends,O,20
8833,and,O,20
8834,the,O,20
8835,girl,O,20
8836,immediately,O,20
8837,puts,O,20
8838,on,O,20
8839,her,O,20
8840,clothes,O,20
8841,(,O,20
8842,cont,O,20
8843,),O,20
8844,http://tl.gd/63asgi,O,20

8845,Takin,O,20
8846,',O,20
8847,ur,O,20
8848,hapiness,O,20
8849,before,O,20
8850,mine,O,20

8851,@OhSoJosie,O,20
8852,shit,O,20
8853,get,O,20
8854,me,O,20
8855,tight,O,20
8856,when,O,20
8857,I,O,20
8858,go,O,20
8859,to,O,20
8860,the,O,20
8861,beach,O,20
8862,n,O,20
8863,everybody,O,20
8864,in,O,20
8865,the,O,20
8866,sand,O,20
8867,-_-,O,20

8868,I,O,20
8869,remember,O,20
8870,the,O,20
8871,days,O,20
8872,in,O,20
8873,school,O,20
8874,when,O,20
8875,I,O,20
8876,lost/forgot,O,20
8877,my,O,20
8878,lunch,O,20
8879,tickets,O,20
8880,.,O,20
8881,#PureTragedy,O,20
8882,You,O,20
8883,know,O,20
8884,",",O,20
8885,the,O,20
8886,bright,O,20
8887,yellow/dark,O,20
8888,blue,O,20
8889,ones,O,20
8890,.,O,20

8891,It,O,20
8892,'s,O,20
8893,official,O,20
8894,!!!,O,20
8895,Vegas,B-geo-loc,2
8896,for,O,20
8897,the,O,20
8898,weekend,O,20
8899,!,O,20
8900,Starting,O,20
8901,tonight,O,20
8902,!!,O,20
8903,#nohands,O,20

8904,RT,O,20
8905,@thirdday,O,20
8906,:,O,20
8907,RT,O,20
8908,@macpowell,O,20
8909,:,O,20
8910,Just,O,20
8911,landed,O,20
8912,in,O,20
8913,DC,B-geo-loc,2
8914,.,O,20
8915,Is,O,20
8916,anybody,O,20
8917,coming,O,20
8918,to,O,20
8919,the,O,20
8920,Awakening,B-other,5
8921,Festival,I-other,15
8922,tonight,O,20
8923,?,O,20
8924,I'm,O,20
8925,thinking,O,20
8926,about,O,20
8927,rocking,O,20
8928,it,O,20
8929,.,O,20

8930,RT,O,20
8931,@KdotDeeZy,O,20
8932,:,O,20
8933,Yes,O,20
8934,we,O,20
8935,do,O,20
8936,!!!,O,20
8937,Is,O,20
8938,part,O,20
8939,2,O,20
8940,in,O,20
8941,the,O,20
8942,making,O,20
8943,?,O,20
8944,RT,O,20
8945,@GOTEMSAYNBABY,O,20
8946,remember,O,20
8947,when,O,20
8948,i,O,20
8949,was,O,20
8950,on,O,20
8951,twitter,B-company,0
8952,violating,O,20
8953,some,O,20
8954,girl,O,20
8955,in,O,20
8956,the,O,20
8957,summer,O,20
8958,?,O,20

8959,@sardesairajdeep,O,20
8960,I,O,20
8961,can,O,20
8962,see,O,20
8963,three,O,20
8964,kinds,O,20
8965,of,O,20
8966,reactions,O,20
8967,after,O,20
8968,Ayodhya,B-person,6
8969,verdict,O,20
8970,.,O,20

8971,We,O,20
8972,were,O,20
8973,all,O,20
8974,enjoying,O,20
8975,a,O,20
8976,glass,O,20
8977,of,O,20
8978,wine,O,20
8979,in,O,20
8980,the,O,20
8981,office,O,20
8982,when,O,20
8983,a,O,20
8984,fudge,O,20
8985,delivery,O,20
8986,showed,O,20
8987,up,O,20
8988,.,O,20
8989,I,O,20
8990,love,O,20
8991,my,O,20
8992,job,O,20
8993,.,O,20
8994,And,O,20
8995,I,O,20
8996,love,O,20
8997,Fridays,O,20
8998,.,O,20

8999,@briancag,O,20
9000,&quot;',O,20
9001,Brian,B-person,6
9002,.',O,20
9003,Isn't,O,20
9004,available,O,20
9005,right,O,20
9006,now,O,20
9007,...&quot;,O,20
9008,hahahaha,O,20
9009,that,O,20
9010,'s,O,20
9011,what,O,20
9012,I,O,20
9013,hear,O,20
9014,when,O,20
9015,I,O,20
9016,call,O,20
9017,your,O,20
9018,saynow,O,20
9019,.,O,20

9020,A,O,20
9021,compliment,O,20
9022,from,O,20
9023,a,O,20
9024,stranger,O,20
9025,on,O,20
9026,my,O,20
9027,outfit,O,20
9028,as,O,20
9029,I,O,20
9030,walked,O,20
9031,in,O,20
9032,to,O,20
9033,work,O,20
9034,=,O,20
9035,best,O,20
9036,way,O,20
9037,to,O,20
9038,start,O,20
9039,the,O,20
9040,day,O,20
9041,!,O,20

9042,Chicago,B-sportsteam,8
9043,Blackhawks,I-sportsteam,18
9044,general,O,20
9045,manager,O,20
9046,Stan,B-person,6
9047,Bowman,I-person,16
9048,said,O,20
9049,Cristobal,B-person,6
9050,Huet,I-person,16
9051,will,O,20
9052,be,O,20
9053,gone,O,20
9054,in,O,20
9055,two,O,20
9056,weeks,O,20
9057,...,O,20
9058,http://fan.ac/Ydv,O,20
9059,#NHL,O,20

9060,@justinbieber,O,20
9061,i,O,20
9062,just,O,20
9063,wanna,O,20
9064,say,O,20
9065,you,O,20
9066,make,O,20
9067,me,O,20
9068,smile,O,20
9069,everyday,O,20
9070,:),O,20
9071,thanks,O,20
9072,for,O,20
9073,smiling,O,20
9074,because,O,20
9075,when,O,20
9076,u,O,20
9077,smile,O,20
9078,i,O,20
9079,smile,O,20
9080,!,O,20
9081,:),O,20

9082,Oh,O,20
9083,beautiful,O,20
9084,day,O,20
9085,!,O,20
9086,What,O,20
9087,'s,O,20
9088,everyone,O,20
9089,doing,O,20
9090,tonight,O,20
9091,!,O,20
9092,:],O,20

9093,Very,O,20
9094,busy,O,20
9095,weekend,O,20
9096,and,O,20
9097,TWO,O,20
9098,articles,O,20
9099,due,O,20
9100,for,O,20
9101,publishing,O,20
9102,on,O,20
9103,Monday,O,20
9104,morning,O,20
9105,.,O,20
9106,As,O,20
9107,such,O,20
9108,",",O,20
9109,I'm,O,20
9110,afraid,O,20
9111,the,O,20
9112,Jup,B-other,5
9113,Force,I-other,15
9114,PvP,I-other,15
9115,event,O,20
9116,is,O,20
9117,delayed,O,20
9118,.,O,20
9119,(,O,20
9120,more,O,20
9121,),O,20

9122,What,O,20
9123,do,O,20
9124,a,O,20
9125,prostitute,O,20
9126,and,O,20
9127,a,O,20
9128,bungee,O,20
9129,jump,O,20
9130,have,O,20
9131,in,O,20
9132,common,O,20
9133,?,O,20
9134,they,O,20
9135,cost,O,20
9136,the,O,20
9137,same,O,20
9138,",",O,20
9139,last,O,20
9140,as,O,20
9141,long,O,20
9142,",",O,20
9143,and,O,20
9144,if,O,20
9145,the,O,20
9146,rubber,O,20
9147,breaks,O,20
9148,you're,O,20
9149,screwed,O,20
9150,.,O,20

9151,Kristen,B-person,6
9152,is,O,20
9153,MY,O,20
9154,LIFE,O,20
9155,.,O,20
9156,She,O,20
9157,made,O,20
9158,me,O,20
9159,who,O,20
9160,i,O,20
9161,am,O,20
9162,today,O,20
9163,",",O,20
9164,I,O,20
9165,was,O,20
9166,a,O,20
9167,fucker,O,20
9168,before,O,20
9169,her,O,20
9170,",",O,20
9171,she,O,20
9172,fixed,O,20
9173,me,O,20
9174,.,O,20
9175,And,O,20
9176,so,O,20
9177,did,O,20
9178,Robert,B-person,6
9179,.,O,20

9180,Feeling,O,20
9181,really,O,20
9182,good,O,20
9183,after,O,20
9184,great,O,20
9185,week,O,20
9186,in,O,20
9187,our,O,20
9188,SF,B-geo-loc,2
9189,and,O,20
9190,LA,B-geo-loc,2
9191,offices,O,20
9192,.,O,20
9193,Glad,O,20
9194,to,O,20
9195,kick,O,20
9196,back,O,20
9197,on,O,20
9198,AMerican,B-company,0
9199,flight,O,20
9200,back,O,20
9201,to,O,20
9202,NYC,B-geo-loc,2

9203,Opted,O,20
9204,for,O,20
9205,pants,O,20
9206,over,O,20
9207,shorts,O,20
9208,today,O,20
9209,...,O,20
9210,summer,O,20
9211,is,O,20
9212,officially,O,20
9213,over,O,20
9214,.,O,20
9215,Bring,O,20
9216,on,O,20
9217,the,O,20
9218,pumpkin,O,20
9219,beers,O,20
9220,!,O,20

9221,RT,O,20
9222,@LightCMS,O,20
9223,:,O,20
9224,Day,O,20
9225,6,O,20
9226,:,O,20
9227,Win,O,20
9228,1,O,20
9229,of,O,20
9230,10,O,20
9231,iPads,O,20
9232,from,O,20
9233,@LightCMS,O,20
9234,-,O,20
9235,RT,O,20
9236,to,O,20
9237,enter,O,20
9238,or,O,20
9239,read,O,20
9240,more,O,20
9241,http://speaklight.com/iPad,O,20

9242,Ah,O,20
9243,crap,O,20
9244,.,O,20
9245,No,O,20
9246,#MCRchat,O,20
9247,tonight,O,20
9248,for,O,20
9249,me,O,20
9250,",",O,20
9251,I,O,20
9252,guess,O,20
9253,:,O,20
9254,|,O,20
9255,Damn,O,20
9256,I,O,20
9257,was,O,20
9258,so,O,20
9259,excited,O,20
9260,:',O,20
9261,(,O,20

9262,I'm,O,20
9263,off,O,20
9264,I,O,20
9265,shall,O,20
9266,tweet,O,20
9267,when,O,20
9268,I'm,O,20
9269,home,O,20
9270,:D,O,20
9271,:D,O,20
9272,xxxxxx,O,20

9273,UPDATE,O,20
9274,1-Cricket-Gul,O,20
9275,takes,O,20
9276,six,O,20
9277,wickets,O,20
9278,as,O,20
9279,Pakistan,B-geo-loc,2
9280,beat,O,20
9281,England,B-geo-loc,2
9282,:,O,20
9283,LONDON,B-geo-loc,2
9284,",",O,20
9285,Sept,O,20
9286,17,O,20
9287,(,O,20
9288,Reuters,B-company,0
9289,),O,20
9290,-,O,20
9291,Umar,B-person,6
9292,Gul,I-person,16
9293,took,O,20
9294,...,O,20
9295,http://bit.ly/ckNyMG,O,20
9296,#Cricket,O,20

9297,Football,O,20
9298,game,O,20
9299,tonight,O,20
9300,:),O,20
9301,yeeah,O,20
9302,boilers,B-sportsteam,8
9303,..,O,20
9304,oh,O,20
9305,wait,O,20
9306,",",O,20
9307,we,O,20
9308,suck,O,20
9309,.,O,20
9310,haha,O,20

9311,No,O,20
9312,tasting,O,20
9313,today,O,20
9314,due,O,20
9315,to,O,20
9316,my,O,20
9317,being,O,20
9318,out,O,20
9319,Sick,O,20
9320,...,O,20
9321,ugh,O,20
9322,.,O,20
9323,But,O,20
9324,next,O,20
9325,Friday,O,20
9326,we,O,20
9327,will,O,20
9328,have,O,20
9329,Mark,B-person,6
9330,Rowan,I-person,16
9331,from,O,20
9332,Novel,B-company,0
9333,Wines,I-company,10
9334,here,O,20
9335,...,O,20
9336,http://fb.me/G2CLHL1H,O,20

9337,its,O,20
9338,friday,O,20
9339,.,O,20
9340,but,O,20
9341,instead,O,20
9342,of,O,20
9343,partying,O,20
9344,or,O,20
9345,doing,O,20
9346,homework,O,20
9347,.,O,20
9348,I'm,O,20
9349,going,O,20
9350,to,O,20
9351,tumblr,B-company,0
9352,for,O,20
9353,a,O,20
9354,bit,O,20
9355,and,O,20
9356,sleep,O,20
9357,XD,O,20

9358,@mynameisraven,O,20
9359,get,O,20
9360,on,O,20
9361,skype,B-company,0
9362,or,O,20
9363,ichat,O,20
9364,when,O,20
9365,you,O,20
9366,see,O,20
9367,this,O,20
9368,.,O,20

9369,RT,O,20
9370,@Sn00ki,O,20
9371,:,O,20
9372,Haha,O,20
9373,yes,O,20
9374,!!!,O,20
9375,I,O,20
9376,love,O,20
9377,that,O,20
9378,you,O,20
9379,knew,O,20
9380,that,O,20
9381,:),O,20
9382,RT,O,20
9383,@trishamelissa,O,20
9384,@Sn00ki,O,20
9385,Is,O,20
9386,phenomenal,O,20
9387,the,O,20
9388,word,O,20
9389,of,O,20
9390,the,O,20
9391,day,O,20
9392,?,O,20

9393,Also,O,20
9394,",",O,20
9395,I,O,20
9396,learned,O,20
9397,at,O,20
9398,school,O,20
9399,today,O,20
9400,that,O,20
9401,everyone,O,20
9402,",",O,20
9403,in,O,20
9404,fact,O,20
9405,",",O,20
9406,knows,O,20
9407,@penguin1124,O,20
9408,.,O,20
9409,(,O,20
9410,I,O,20
9411,learned,O,20
9412,this,O,20
9413,",",O,20
9414,no,O,20
9415,joke,O,20
9416,",",O,20
9417,during,O,20
9418,choir,O,20
9419,.,O,20
9420,),O,20
9421,#fact,O,20

9422,@zfarmville,O,20
9423,funnyordie,O,20
9424,:,O,20
9425,Text,O,20
9426,messages,O,20
9427,are,O,20
9428,like,O,20
9429,Gremlins,O,20
9430,.,O,20
9431,Keep,O,20
9432,them,O,20
9433,away,O,20
9434,from,O,20
9435,drinks,O,20
9436,and,O,20
9437,proceed,O,20
9438,with,O,20
9439,caution,O,20
9440,after,O,20
9441,midnight,O,20
9442,.,O,20
9443,http:///5dkkZ,O,20

9444,@OGOchoCinco,O,20
9445,ocho,O,20
9446,you,O,20
9447,know,O,20
9448,your,O,20
9449,talent,O,20
9450,",",O,20
9451,I,O,20
9452,have,O,20
9453,agreed,O,20
9454,with,O,20
9455,every,O,20
9456,statement,O,20
9457,you,O,20
9458,have,O,20
9459,said,O,20
9460,over,O,20
9461,the,O,20
9462,past,O,20
9463,2,O,20
9464,years,O,20

9465,Just,O,20
9466,got,O,20
9467,all,O,20
9468,caught,O,20
9469,up,O,20
9470,on,O,20
9471,my,O,20
9472,flagged,O,20
9473,emails,O,20
9474,from,O,20
9475,the,O,20
9476,week,O,20
9477,.,O,20
9478,Now,O,20
9479,I,O,20
9480,feel,O,20
9481,good,O,20
9482,about,O,20
9483,leaving,O,20
9484,the,O,20
9485,office,O,20
9486,for,O,20
9487,the,O,20
9488,weekend,O,20
9489,.,O,20
9490,TGIF,O,20
9491,!,O,20

9492,RT,O,20
9493,@AllTeensThings,O,20
9494,:,O,20
9495,Christmas,B-other,5
9496,was,O,20
9497,so,O,20
9498,much,O,20
9499,better,O,20
9500,when,O,20
9501,there,O,20
9502,was,O,20
9503,a,O,20
9504,santa,O,20
9505,:(,O,20
9506,#allteensthings,O,20

9507,@26Promo,O,20
9508,YOU,O,20
9509,CAN,O,20
9510,DO,O,20
9511,IT,O,20
9512,!,O,20
9513,Just,O,20
9514,start,O,20
9515,with,O,20
9516,one,O,20
9517,task,O,20
9518,at,O,20
9519,a,O,20
9520,time,O,20
9521,.,O,20

9522,@aszreal,O,20
9523,SO,O,20
9524,PROUD,O,20
9525,.,O,20
9526,also,O,20
9527,I,O,20
9528,haven't,O,20
9529,written,O,20
9530,a,O,20
9531,word,O,20
9532,since,O,20
9533,Sunday,O,20
9534,night,O,20
9535,.,O,20
9536,=(,O,20
9537,I,O,20
9538,wrote,O,20
9539,500,O,20
9540,on,O,20
9541,the,O,20
9542,plane,O,20
9543,.,O,20
9544,(,O,20
9545,Yes,O,20
9546,",",O,20
9547,chapter,O,20
9548,five,O,20
9549,!,O,20
9550,@thegypsyscribe,O,20
9551,lol,O,20
9552,;),O,20

9553,RT,O,20
9554,@LilTwist,O,20
9555,:,O,20
9556,RT,O,20
9557,this,O,20
9558,if,O,20
9559,you,O,20
9560,want,O,20
9561,me,O,20
9562,to,O,20
9563,go,O,20
9564,back,O,20
9565,live,O,20
9566,on,O,20
9567,Ustream,B-company,0
9568,later,O,20
9569,tonight,O,20

9570,'I,O,20
9571,just,O,20
9572,took,O,20
9573,"""",O,20
9574,When,O,20
9575,your,O,20
9576,mom,O,20
9577,makes,O,20
9578,you,O,20
9579,go,O,20
9580,live,O,20
9581,with,O,20
9582,your,O,20
9583,dad,O,20
9584,Scooter,B-person,6
9585,Braun,I-person,16
9586,",",O,20
9587,your,O,20
9588,life,O,20
9589,turns,O,20
9590,"...""",O,20
9591,and,O,20
9592,got,O,20
9593,:,O,20
9594,Part,O,20
9595,1,O,20
9596,!,O,20
9597,Try,O,20
9598,it,O,20
9599,:,O,20
9600,http://bit.ly/ch09f2',O,20

9601,It,O,20
9602,'s,O,20
9603,time,O,20
9604,to,O,20
9605,CELEBRATE,O,20
9606,!!!!!!,O,20
9607,YESSSSS,O,20
9608,!!!,O,20
9609,We,O,20
9610,going,O,20
9611,in,O,20
9612,tonight,O,20
9613,!!!!,O,20

9614,is,O,20
9615,there,O,20
9616,actually,O,20
9617,anything,O,20
9618,on,O,20
9619,UK,B-geo-loc,2
9620,tv,O,20
9621,tonight,O,20
9622,!,O,20

9623,I'll,O,20
9624,be,O,20
9625,gone,O,20
9626,till,O,20
9627,november,O,20
9628,",",O,20
9629,but,O,20
9630,I,O,20
9631,ain't,O,20
9632,even,O,20
9633,trippin,O,20
9634,cause,O,20
9635,I,O,20
9636,know,O,20
9637,drizzy,O,20
9638,gonna,O,20
9639,kill,O,20
9640,em,O,20
9641,!,O,20

9642,@uppercasem,O,20
9643,@cecinestpastom,O,20
9644,pig,O,20
9645,pinata,O,20
9646,for,O,20
9647,the,O,20
9648,big,O,20
9649,day,O,20
9650,?,O,20
9651,http://j.mp/9ack1V,O,20

9652,i'm,O,20
9653,off,O,20
9654,to,O,20
9655,bed,O,20
9656,!,O,20
9657,tomorrow,O,20
9658,i'll,O,20
9659,go,O,20
9660,to,O,20
9661,Nijverdal,B-geo-loc,2
9662,and,O,20
9663,meet,O,20
9664,@ElineEpica,O,20
9665,there,O,20
9666,",",O,20
9667,on,O,20
9668,her,O,20
9669,sweeeet16,O,20
9670,#partyyy,O,20

9671,check,O,20
9672,out,O,20
9673,@140hours,O,20
9674,auction,O,20
9675,starts,O,20
9676,tonight,O,20
9677,!,O,20
9678,Dreaming,O,20
9679,Storm,O,20
9680,http://bit.ly/5Bq0Qm,O,20

9681,argrgrgr,O,20
9682,hy,O,20
9683,is,O,20
9684,it,O,20
9685,already,O,20
9686,midway,O,20
9687,through,O,20
9688,sep,O,20
9689,!!!!,O,20
9690,:(,O,20

9691,tonight,O,20
9692,at,O,20
9693,The,B-facility,1
9694,Lodge,I-facility,11
9695,:,O,20
9696,braised,O,20
9697,bison,O,20
9698,shortribs,O,20
9699,",",O,20
9700,kabocha,O,20
9701,squash,O,20
9702,risotto,O,20
9703,http://twitpic.com/2pdu4g,O,20

9704,Thanks,O,20
9705,for,O,20
9706,all,O,20
9707,you,O,20
9708,do,O,20
9709,:,O,20
9710,@marketinghabit,O,20
9711,",",O,20
9712,@girlfriendgroup,O,20
9713,",",O,20
9714,@cjhayden,O,20
9715,",",O,20
9716,@KadenaSimon,O,20
9717,.,O,20
9718,You,O,20
9719,bolstered,O,20
9720,my,O,20
9721,week,O,20
9722,.,O,20

9723,@borneobaby,O,20
9724,THAT,O,20
9725,is,O,20
9726,exactly,O,20
9727,how,O,20
9728,I,O,20
9729,am,O,20
9730,feelin,O,20
9731,!,O,20
9732,Just,O,20
9733,under,O,20
9734,1,O,20
9735,hour,O,20
9736,2,O,20
9737,go,O,20
9738,&amp;,O,20
9739,still,O,20
9740,unsure,O,20
9741,.,O,20
9742,Havent,O,20
9743,slept,O,20
9744,in,O,20
9745,days,O,20
9746,thinkin,O,20
9747,about,O,20
9748,wat,O,20
9749,I,O,20
9750,wd,O,20
9751,wear,O,20
9752,and,O,20
9753,say,O,20
9754,!,O,20

9755,i,O,20
9756,decided,O,20
9757,im,O,20
9758,gonna,O,20
9759,sleep,O,20
9760,at,O,20
9761,my,O,20
9762,mommys,O,20
9763,tonight,O,20
9764,and,O,20
9765,hang,O,20
9766,out,O,20
9767,there,O,20
9768,after,O,20
9769,filming,O,20
9770,tomorrow,O,20
9771,morning,O,20
9772,till,O,20
9773,i,O,20
9774,work,O,20
9775,.,O,20
9776,oh,O,20
9777,the,O,20
9778,sacrafices,O,20
9779,i,O,20
9780,make,O,20
9781,.,O,20

9782,@darynjones,O,20
9783,imma,O,20
9784,tell,O,20
9785,you,O,20
9786,one,O,20
9787,time,O,20
9788,!,O,20
9789,JUTHTIN,B-person,6
9790,BEAVERRRR,I-person,16
9791,!!!!,O,20

9792,All,O,20
9793,Night,O,20
9794,Skate,O,20
9795,Session,O,20
9796,tomorrow,O,20
9797,night,O,20
9798,!,O,20
9799,Hope,O,20
9800,to,O,20
9801,see,O,20
9802,you,O,20
9803,all,O,20
9804,there,O,20
9805,!,O,20

9806,sunny,O,20
9807,friday,O,20
9808,:),O,20

9809,@SheSo_Major,O,20
9810,they,O,20
9811,giving,O,20
9812,the,O,20
9813,nigga,O,20
9814,a,O,20
9815,realllllll,O,20
9816,hard,O,20
9817,time,O,20
9818,about,O,20
9819,it,O,20
9820,lmfaoo,O,20
9821,as,O,20
9822,they,O,20
9823,should,O,20
9824,and,O,20
9825,now,O,20
9826,his,O,20
9827,feelings,O,20
9828,are,O,20
9829,hurt,O,20
9830,...,O,20
9831,i,O,20
9832,like,O,20
9833,him,O,20
9834,tho,O,20
9835,LMAO,O,20

9836,@TexusMade,O,20
9837,lol,O,20
9838,.,O,20
9839,Try,O,20
9840,cudos,O,20
9841,!,O,20
9842,I,O,20
9843,neva,O,20
9844,been,O,20
9845,round,O,20
9846,this,O,20
9847,time,O,20
9848,doe,O,20
9849,.,O,20

9850,#cl,O,20
9851,CamelBak,B-product,7
9852,BPA-Free,I-product,17
9853,Better,I-product,17
9854,Bottle,I-product,17
9855,with,I-product,17
9856,Bite,I-product,17
9857,Valve,I-product,17
9858,by,O,20
9859,Camelbak,B-company,0
9860,93,O,20
